id,name,description,duration,released?,release year,release date,revenue
1800721,Ana Fi Aynayhi,"Amal, a poor young woman, is injured in a car accident by the wealthy Adel, who treats her. They get married but problems arise between them because  he doesn't work.  He refuses to operate the factory left by his father because he was the cause of his death when he was a child.",90,Yes,1981,20 July 1981,
1010571,Ana almajnun,"Hassan enters a mental hospital, claiming madness after stealing a jewelry shop. Naima pretends to be his sister, and meets Adam the head of the nurses and agrees to marry him. Hassan escapes with the help of Adam while Naima takes the jewelry bag and and everyone starts chasing her.",110,Yes,1981,9 November 1981,
1757537,Ana la akzeb w lakny atagml,"Ibrahim is a hardworking student who falls in love with his classmate Khayria who is also coveted by the wealthy student Hany.  Ibrahim tries to conceal the truth of his social level for fear that Khayria will leave him, so he pretends to be from a rich family.",110,Yes,1981,1 January 1981,
2000234,He who Tricked the Devil,"As Essam starts a new job, a case of mistaken identity leaves the company's manager, Hassan, and the department heads thinking that he is their new boss. As Essam becomes the CEO, he uncovers the embezzlement that Hassan and the other department heads are involved in.",92,Yes,1981,27 July 1981,
1010479,'Umihat fi almanfaa,"Hassouna who works at the customs meets the businessman Shaheen, who tries to make him facilitate the procedures of his illicit goods. He reluctantly agrees after he blackmails him, till a tragic event happens that makes him set things right.",147,Yes,1981,26 October 1981,
1044341,4 - 2 - 4,"Abdul Ghaffar (Amin Al Hunaidi) decides to form a football team of his factory workers, but when he gets sick, he asks his son Mansour (Younis Shalabi), to take over the management of the factory and the team.  Mansour turns to his manager and friend (Samir Ghanem), to come up with a plan to save the team.",95,Yes,1981,15 October 1981,
1010793,Secret Visit,"After a defendant is found guilty and sentenced to death by the judge, he denies that he committed the crime despite the evidence, which drives his daughter to visit the judge as she's confident of her father's innocence. Given her poor psychological state, the judge visits the defendant in secret.",120,Yes,1981,1 January 1981,
1010458,Min yajnn myn?,"When his ex-wife cheated on him, Adham has a nervous breakdown. After getting treated in a mental institution, he goes to live with his sister and two cousins. He falls in love with Noura, but her cousin disapproves and asks him to marry his sister instead.",95,Yes,1981,1 August 1981,
1010036,Maweed Ala El Ashaa,"Nawal who's married to the dominating businessman Ezzat, is tired of her life with him and asks him for a divorce.  She meets fine arts graduate, Shukri who works as a hairdresser and they fall in love, but when Ezzat knows about it, he stops at nothing to keep them apart.",103,Yes,1981,16 November 1981,
1001700,Fatawat biwalaq,"Mahrous joins the men of Master Abbas the bully of Boulaq neighborhood , who pledges his former bully teacher Memon to avenge him from Master Atwa, who injured him in one of the fights. Abbas asks Mahrous to kill his fiancé Hamida but he refuses and runs away from the neighborhood.",120,Yes,1981,19 January 1981,
1010133,Ahl El-Qema,"Zaatar is a thief who works for Zaghloul the owner of an import and export company. Zaghloul exploits Zaatar and makes him smuggle goods from customs. Zaatar gets to know Siham,the sister of officer Mohammed, and they fall in love and he starts working on his own and competes with Zaghloul.",117,Yes,1981,11 May 1981,
1008819,Oyun la Tanam,"Ibrahim is an old man who owns a car workshop, he marries a poor girl called Mahasin, and at the same time Ismail,who works for him in the workshop, feels a lot of hatred towards Ibrahim, which makes him always fight with Mahasin, but the relationship between Mahasin and Ismail soon changes.",108,Yes,1981,5 October 1981,
1241215,Dndush,"Dandash marries her neighbor Morsi. A fight happens between Morsi and the men of counterfeiter Madbouli, who makes Morsi think that he killed one of the men. He threatens to tell the police to pressure him to work with him. Madbouly tells Dandash the truth about her husband's work and she tells the police.",120,Yes,1981,1 January 1981,
1241215,Dndush,"Dandash marries her neighbor Morsi. A fight happens between Morsi and the men of counterfeiter Madbouli, who makes Morsi think that he killed one of the men. He threatens to tell the police to pressure him to work with him. Madbouly tells Dandash the truth about her husband's work and she tells the police.",120,Yes,1981,1 January 1981,
1007787,Sirae aleishaq,"Salma turns to her wealthy uncle Salim Al-Najawi to live with him after her father goes to prison for killing her mother. Salim mistreats Salma because of an old dispute between him and her father. His elder son Mohsen welcomes her and she shares the same feelings, while his younger brother Abbas covets Salma.",125,Yes,1981,25 May 1981,
1010131,Anyaab,"When Ali and Mona's car breaks down on their way to a party, they head to the nearest house to make an emergency call, only to find out that they are at Dracula's house.",100,Yes,1981,1 August 1981,
1000666,Morsi Up Morsi Down,"The widow Kawthar appoints Morsi as the manager for her factory. In the wake of her husband's death, she discovers that he was married to another woman at the same time, and asks Morsi to marry her to get rid of the harassment of her late husband's brother.",96,Yes,1981,7 June 1981,
1002983,Laylat shita' dafia,"Sara and Mohy get married and she travels with her father, Mounir Rahmi to Aswan. There she discovers that her father doesn't want to complete the wedding procedures and wants her to marry another man. She runs away and meets journalist Mamdouh, after her father announces a reward for those who find her.",120,Yes,1981,30 August 1981,
1010673,Behind University's Walls,"When Professor Ramzy returns from London after he gets a Ph.D. in English Literature, he clashes with the students, including three friends who discover the body of their old neighbor and get arrested for being at the scene of the crime.",110,Yes,1981,7 September 1981,
1009561,Rihlat alrueb,"Nadia arrives at the hospital after suffering a nervous breakdown because of her husband's treatment.  Kamal revolts on his father Wahba for letting his uncle Yusuf take over his brother's business and making Wahba work for him. One night, Yusuf tries to attack Nadia's younger sister and Wahba comes to her aid.",88,Yes,1981,21 July 1981,
1009079,And Filed Against Anonymous,"Saber, a facility guard, is transferred to the Pyramids area after the many robberies that have taken place during his shift. His relief that he doesn't have to worry about things being stolen from the Pyramids is plagued when The Great Pyramid of Giza itself goes missing.",95,Yes,1981,14 September 1981,
1984949,Blood on a Pink dress,"Mahmoud is in a relationship with his cousin whose father, his rich uncle, appointed him as his company's manager. When Mahmoud starts an affair with a girl, she tries to get him to wed her. Fearing a scandal that would cost him everything, he kills her.",105,Yes,1981,21 July 1981,
1005598,A Dangerous Relationship,"Bassima looks forward to marrying her daughter Siham off to Ahmed, the teacher who lives in her house. When Siham accuses Ahmed of assaulting her, causing him to be fired from his work and ruining his reputation, Ahmed becomes determined to reveal the truth.",100,Yes,1981,27 July 1981,
1000064,Qahwet Al Mawardi,Hassanein Abu Sunna is released from prison after committing a murder. He persuades Ghobasha to rent his furnished apartment to the rich Radwan as the journalist Ahmed documents the changes taking place in the neighborhood in his articles.,119,Yes,1981,5 September 1981,
1010659,Tears on the Wedding Night,"After being pressured by her father to accept an unwanted engagement, Amina escapes with Sherif and marries him. But as her father arrives, Sherif gets injured in an altercation and Amina suffers from a breakdown and loses her memory.",99,Yes,1981,25 May 1981,
1515754,Biada,"Bayada has a small restaurant in her hometown, and her fiancé Hassan is fishing. Some foreigners arrive claiming to be searching for the body of their grandfather at the bottom of the sea but they smuggle gold.  Khalil helps them and dives for money. Hassan suspects them and starts watching them.",95,Yes,1981,4 May 1981,
1607625,Lahzat daef,"Abdel Ghafar discovers that his purported daughter, Sahar, is actually the result of an affair his wife had before their marriage. Abdel Ghafar mistreats Sahar who goes to live with her aunt in Greece, where she meets Sherif who proposes to her, only for her to tell him the truth about her origins.",110,Yes,1981,1 January 1981,
1011222,The Court's Ruling,"Enas and her husband Adel covet the fortune of her father, Galal. After Galal marries Laila, Adel finds documents that prove that Galal spent time in a mental hospital years ago and uses it to interdict Galal and seize his fortune.",110,Yes,1981,5 October 1981,
1007015,Ln 'aghfir abdana,"Hussein's father dies after being neglected by doctors. Hussein decides to take revenge on doctors by stealing their cars. One time, Hussein is surprised that Tawfik is asleep in the back seat and when he wakes up, Hussein runs away and Tawfiq is paralyzed. Hussein falls in love with Yasmin, the daughter of Tawfiq.",100,Yes,1981,28 December 1981,
2036534,Sphinx,,118,Yes,1981,,
2042319,Seas Of Thrist,,,Yes,1981,,
1001023,Mae tahiati li'ustadhi aleaziz,"Mosad is a music teacher at an institute for girls who suffers from troublemaker student Samiha.  Samiha loves Nabil, but her wealthy uncle Sergawi refuses their marriage because he's poor. Samiha decides to run away to marry Nabil and asks Mosad to take her.",123,Yes,1981,25 May 1981,
2021745,A Mirror in the Palm,"As a man meets a fortuneteller who reads his palm, the latter predicts that, among other things, the man will murder someone. When all the predictions prove right, the man's fear of murdering someone intensifies, causing him to suspect everyone.",72,Yes,1981,1 January 1981,
2016735,Galatat aleumr wahida,Kamal is a famous and successful businessman who is leading a seemingly perfect life both at work and at home with his family. Things turn upside down when his daughter Sarah learns he is married to a model.,96,Yes,1981,18 November 1981,
1000192,Ta'er A'la Al-Tareeq,"Faris works as a regional car driver, and he loves Esmat who works in a garment shop. Ismail is the personal driver to wealthy man Gad, he asks Faris to fill in for him and he meets Fawzia,Gad's wife who married him against her will, and soon he falls in love with her.",130,Yes,1981,14 September 1981,
1398491,Allusus,"Hassan, a thief, marries pickpocket Nadia, then goes to jail.  Nadia works honestly so that she can raise their son Sharif.  Hassan decides to repent after his release, but his brother Rashwan doesn't want him to quit. Hassan discovers that he's seriously ill and is forced to join Rashwan in a big job.",90,Yes,1980,1 January 1980,
1004579,Alsharida,"Layla is a successful lawyer who marries the wealthy illiterate contractor Fathi, but the culture of each one is very different. Feeling that she's above him, she moves away from him.  Fathi meets the notorious woman Susan and Layla finds out about their relationship and asks for a divorce.",110,Yes,1980,10 November 1980,
1000571,Desire,"Jaber, a wealthy businessman, lives alone in his villa after he left his fiancée Hala when he got injured in the 1967 war. Hala lives with her husband Hussein in one of the neighboring villas. Jaber tries to buy the villa specifically to be close to his old love, Hala.",120,Yes,1980,7 April 1980,
1010754,Alhabu wahdah la yakfi,"Medhat and Abeer are engaged, Abeer meets her colleague Soheir the wealthy widow , who asks her friend Farid Kilani, the owner of a construction company to hire Medhat and Abeer.  Soheir succeeds in making Medhat fall for her,which drives Abeer to agree to get enagaged to Farid.",110,Yes,1980,31 August 1981,
1195368,Al-Aqwiya'a,"After the death of her father, Nadia goes to live in the house of her relative Rushdie. His son Adel convinces her to use her father's wealth to build a factory for peasants because he's concerned with their problems but she suffers from harassment from the second son Ramzi, and decides to leave.",100,Yes,1980,16 August 1982,
1011100,Aljahim,"Ramzi works as a hotel servant ,because of his increasing financial burdens , he steals money from a hotel client and flees. The Police follows him ,so he hides in a restaurant and decides to stay until the situation calms down. He later discovers that the wife of the owner is planning to get rid of her husband.",124,Yes,1980,19 September 1980,
1836730,El-Darb El-Ahmar,"Sultan is working on kicking out the residents of his block to build a business in its place. He sues them, but a lawyer called Nea'ma and her husband confront him. Hamada, Sultan's son returns from America to discover that Nea'ma, his old love, is now married, and Sultan manipulates him to take revenge from her.",88,Yes,1980,1 April 1980,
1020360,Al'akhras,"After engineer Ahmed accidentally causes the death of his colleague Hossam , he loses speech from the trauma. He falls in love with Aida and they get married despite her father's objection.  When Ahmed recovers his speech, the father's attitude towards him changes.",95,Yes,1980,10 November 1980,
1008213,The Devils,"Hamza is a music teacher who enjoys the trust and friendship of his students. As one of his students, Salah, rides with his friend Laila, they have an accident and Jalal, Laila's brother, accuses Salah of stealing his car. Hamza takes Salah in to ensure that he sits in for the exams.",110,Yes,1980,5 June 1980,
1010457,Albatinia,"Warda, the coffee shop owner in al-Batneyya gets involved with Fat-hy and carries his child. Forced by his father and al-‘Akkaad the drug merchant, Fat-hy abandons her. When Warda gives birth al-‘Akkaad gang kidnapps her child and claim that he died. Bora’y, al-‘Akkaad’s competitor, tells on Fat-hy. Fathy goes to prison and his father avenges by killing Bora’y’s two sons. Bora’y and Warda revenge by killing Adham, Fat-hy’s son. Warda collapses when she finds out that she has killed her own son.",140,Yes,1980,25 August 1980,
1091779,Albanat eayzt 'iyh,"Laila refuses to marry any man who has previous women's experiences, her father sends her problem to a newspaper overseen by journalist Ahmed . His friend Kamal decides to marry Lalia and settle down . They get engaged but she discovers his previous relationships.",120,Yes,1980,19 September 1980,
1011229,Intelligent But Stupid,"In an attempt to rent a room whose owner only rents to girls, Zaghloul and Hassouna dress up as women. As they meet the villa's residents Nagwa and Nahed, the girls end up falling for them.",100,Yes,1980,14 April 1980,
1874590,Trees die standing,,,Yes,1980,,
1024614,Whose Fault Is It?,"When Hoda's husband dies in a car accident, she lives alone with their only child Hamada. The murderer Sherif hovers around the house and he pays her son's school expenses. She goes to his villa where she meets his daughter, Ibtisam, as Sherif claims he is her late husband's friend.",100,Yes,1980,1 January 1980,
1003209,Ghawi Mashakel,"Azza escapes from her family’s home after being incessantly harassed by her stepfather. On her journey, she meets Medhat and agrees to live in his house, where she meets Magda and they become friends. Things get complicated when Magda dies and Azza pretends to be her.",110,Yes,1980,19 July 1980,
1010192,Habiby Da'iman,"Farida yields to the pressure of her father and marries the  businessman Osama despite her love for Dr. Ibrahim. She lives with him in Paris a miserable life. Ibrahim succeeds in his work and becomes a famous doctor, while Farida gets divorced and returns to Egypt but a great tragedy awaits her.",120,Yes,1980,11 August 1980,
1309162,Dumue bila khatayana,"The story of a woman married to a poor doctor who  don't have children. He secretly marries and has a son while she goes to Greece and meets a painter and thinks he  raped her while drunk.  She returns back pregnant, but it turns out that she's pregnant with her husband and not the painter.",101,Yes,1980,1 January 1980,
1003691,Father of Girls,"Sayed is a simple employee who lives with his four daughters: Samira, Mona, Safa, and Leila. After he retires, Sayed works with Hussien to run his stores. After Hussien is arrested on smuggling charges, Sayed decides to kill him. Sayed's daughter, Mona, gets involved with the wealthy Medhat.",110,Yes,1980,24 March 1980,
1741902,Sa'aoud Bila Domou'o,"The son of Jaber, the owner of a factory, abandons Hend,  Goma's daughter who works in the factory, after having an affair with her. After Goma has a work injury, Jaber plans to get rid of him. Hend finds herself on her own and decides to take revenge on Jaber and his son.",101,Yes,1980,16 November 1980,
1011258,Last shaytanana wala malakana,"Kawtar leaves her fiancé Ahmed and marries Shemis the wealthy owner of the factory where her father works. Ahmed graduates from the Faculty of Engineering and agrees to get married to his colleague Nahid, while Shemis is killed by the husband of his mistress. Kawtar asks Ahmed to help her manage the factory.",94,Yes,1980,28 January 1980,
1760828,Dayirat alshaki,"Essam discovers Ismail's relationship with his wife and kills him. When he leaves the police station with his guard, he is killed by unknown hands.  Wafa meets Major Ezzat to find out the updates in the investigation of Essam's murder, as she's part of Ismail's gang.",100,Yes,1980,11 August 1980,
1750104,Tahadiy al'uqwia',"Roshdy Abdel Rahman, a drug dealer, meets Salma, a simple farmer on the run from her stepson who wants to kill her after her testimony put her husband in jail.",120,Yes,1980,11 August 1980,
2021994,The Convict,"A pharmacist-turned-drug-addict asks the company's manager for a loan, and when the latter refuses, the two men quarrel. Meanwhile, the company's courier robs the safe and murders a man in the process, only for the pharmacist to be accused of the murder. Is there a way to prove his innocence?",95,Yes,1980,1 March 1980,
1206753,Death of a Princess,Based on a true story of a Saudi princess who fled with her lover without her family's knowledge and was executed in a public square by firing squad and her lover was beheaded.,115,Yes,1980,9 April 1980,
1000271,Darbet Shams,"Shams is a photojournalist in one of the magazines. He is in love with Salwa, an employee who encourages him to follow his dreams. At a wedding, Shams stumbles upon a piece of paper that leads him to a gang led by a woman that smuggles antiques and counterfeits money.",105,Yes,1980,18 February 1980,
1252846,Hob La Yara Al-Shams,"After knowing that his wife is sterile, Ahmed's father pushes him to marry another to get a child from her with the agreement that his original wife will raise the child. Ahmed marries Ahlam, a poor girl who supports her mother. The child comes at last but now would Ahmed sacrifice his new wife?",108,Yes,1980,21 July 1980,
1714481,Eks Alama maanaha Al-Khata',"Ramzi, is an honest man, working as head of accounting with his fiancée Madiha. He discovers embezzlement in the company and informs his fiancée that he will notify the authorities. Madiha tells the chairman of the company and Ramzi is framed and goes to jail. After his release, he's determined to avenge them.",115,Yes,1980,19 September 1980,
1010789,Aleghoa Alghoraba,"Years passed since Aziza and Abdel Wadoud got married without having any children, he marries Laila and gives birth to Omar. Aziza then gives birth to Wahid, but her husband abandons her. The two brothers become collage students without knowing they're related and they both fall in love with their colleague Olfat.",107,Yes,1980,1 January 1980,
1010466,High School Student Execution,"Azzouz lives with his aunt Hayat and her husband, the Navy Officer Yahya. The Egyptian intelligence suspects Marcel, so they recruit Yahya to watch her. Hayat is killed and Marcel is arrested while leaving the country.",110,Yes,1980,23 September 1982,
1001044,Shaaban Taht Elsefr,"A poor civil servant called Shaa'ban, who is in love with his mate Zeinab, gets convinced to take part in a fake plot made by a dead millionaire's family in order to claim his inheritance, as he is from the same hometown as the millionaire. The plot involves that Shaa'ban plays the role of one of the millionaire's close relatives named Farid. But they both don't know that the real Farid is returning to Egypt soon.",125,Yes,1980,19 September 1980,
1007114,Laylat bukaa fiha alqamar,"Famous singer Hanan's car breaks down, and she meets Ahmed who drives her with his car. Because Ahmed dreams of having a theater, he decides to take advantage of Hanan's growing feelings towards him and marries her to help him with his dream. But a surprise changes everything, messing up his plans.",120,Yes,1980,19 November 1980,
1006855,Fatuat aljabal,"The wealthy Hassan Al-Wahsh marries Aziza despite her objection because of her father's need for money. Aziza is abused by Sakina, the widow of Hassan's brother . Sakina's son Omar falls in love with Aziza and is torn between his love and his loyalty to his uncle who raised him.",105,Yes,1980,21 July 1980,
1223570,Budhur alshaytan,"Unemployed Raafat asks his friend Esmat to marry his wealthy elderly aunt Iqbal and share her wealth after her death. They agree on a plan to kill Iqbal while in Switzerland, but Raafat kills her before traveling for insulting him and hides the body.  Esmat meets Aliya, who looks like Iqbal and agrees with Raafat to implement the plan.",100,Yes,1980,5 October 1981,
1006242,La tazlimuu alnisa',"Fatima works as a maid in the villa of the wealthy man Hamouda. She kills him and surrender herself to the police. She refuses to disclose the motive for the murder. The lawyer Ahmed discovers during the interrogation that Hamouda was killed by three bullets, while Fatima admits that she shot him only once.",125,Yes,1980,17 March 1980,
1929395,The People Make me Crazy,,,Yes,1980,,
1663623,Ayna Tokhbe'oun Al-Shams,"Sheikh Al-Azhar Mahmoud is on a European tour to inform young people of the importance of religions and renounce atheism. While delivering a speech, he meets Sherif, who offers him the idea of ​​living the lives of some rebellious young people not convinced of religions and immersed in the life of fun and corruption.",105,Yes,1980,1 January 1980,
1718585,"Sorry,I Refuse That Divorce","Mona is a faithful wife whose only concern in life is the wellbeing of her daughter. However, an unpleasant surprise awaits her when her husband tells her that he wants a divorce on their tenth anniversary. But Mona refuses to bid farewell to their life together that easily.",92,Yes,1980,1 January 1980,
1007919,Kam 'ant hazayn 'ayuha alhabu,"Issa is an ambitious man who dreams to be a factory owner. He worked hard in a factory and convinced the owner to be his partner. When the factory owner dies, his wife and daughter inherit the largest share. They attempt to impose control,and begin to stand in front of the growing aspiration of Issa.",94,Yes,1980,1 January 1980,
1007709,Ragol Faqad A'klo,"Ahmed Saad is a businessmen who has many affairs, because his wife Fahima neglects herself and takes care of her home only.  Ahmed meets artist Suzy and promises to marry. When his son Zaki finds out ,he sacrifices himself and marries her in order to stabilize the house and gives up his fiancee.",120,Yes,1980,14 April 1980,
1005890,Al-A'shiqa,"When Jawdat knows the relationship between his sister Samia and Hussein, he breaks them up.  Hussein travels to Cairo and works as a musician in a nightclub. Samia follows him, till she finally knows where he lives but Hussein's colleagues tell her that he's in a relationship with the dancer Enayat.",130,Yes,1980,11 August 1980,
1007940,Mekhemar Is Always Ready,"Failing in almost every job he lands, whether as a lawyer or as an electrician, Mekheimar decides to leave Cairo in search for a new opportunity. The course of events changes when two thieves rob him on the train.",90,Yes,1980,1 March 1980,
1009318,Watamdi al'ayam,"Abdul Qadir lives with his family a quiet life, his son Shukri falls in love with Rawiya, but he opposes that marriage and pressures him to marry his cousin,which makes Rawya decide to retaliate against Shukri and his father, by seducing the father.",110,Yes,1980,10 November 1980,
1005980,Ghdaan sa'antaqim,"Hanan and Medhat are happily married living a simple life ,while returning from an evening, he hits a street vendor, and to save his future, Hanan says that she was driving the car, and get sentenced to three years.  Medhat meets Safinaz, the wife of the rich man and marries her after her husband dies.",100,Yes,1980,17 October 1983,
1009702,The Agony of Love,"When Ismail learns that his wife is cheating on him with his friend Salem, he calls the police who arrest Salem as the unfaithful wife commits suicide. Years pass by, and Ismail's son falls for Salem's daughter, but their parents' old feud stands in the way of their love.",105,Yes,1980,11 August 1980,
1985806,Satuhi Above the Tree,Sattouhi works in the circus owned by his uncle Lamey and his wife Sonia. Sonia opposes the marriage of their daughter Zoba to Sattouhi despite her love for him. The rich singer Ahmed asks Sattouhi to take the fall for a crime he committed in exchange of giving him an apartment in his building.,90,Yes,1980,31 January 1983,
1003637,My Poor Kids,"Zainab suffers because of the political oppression against her family. She loses her husband in an assault of a state member on him, and officer Hazem seeks to assault her to break her pride. At the same time, the student Hamid tries to help her to the best of his ability.",80,Yes,1980,23 June 1980,
1010256,السندباد الاخضر,,,Yes,1980,,
1004139,The Mermaid,"A love story grows between a young Lebanese man and an Egyptian girl, the young singer tries to rise on the road to stardom ,while the girl is very jealous of him, and tries to keep him away from singing. He meets another girl from Lebanon, who believes in him and pushes him to the path of fame.",100,Yes,1980,1 January 1980,
1020444,حسيب حسب حسابه,,,Yes,1980,,
2020717,Investigation,,70,Yes,1980,,
1020444,حسيب حسب حسابه,,,Yes,1980,,
1004139,The Mermaid,"A love story grows between a young Lebanese man and an Egyptian girl, the young singer tries to rise on the road to stardom ,while the girl is very jealous of him, and tries to keep him away from singing. He meets another girl from Lebanon, who believes in him and pushes him to the path of fame.",100,Yes,1980,1 January 1980,
1985806,Satuhi Above the Tree,Sattouhi works in the circus owned by his uncle Lamey and his wife Sonia. Sonia opposes the marriage of their daughter Zoba to Sattouhi despite her love for him. The rich singer Ahmed asks Sattouhi to take the fall for a crime he committed in exchange of giving him an apartment in his building.,90,Yes,1980,31 January 1983,
1000487,Al-Shakk ya Habiby,"Dr. Rabab is the wife of businessman Abdul Rahim,  their routine life is disturbed by the nosy Bahiga, Abdul Rahim's sister, who interferes in everything. When Rabab becomes pregnant after several years of infertility,Bahiga drives her brother to doubt if he's the father.",100,Yes,1979,1 January 1979,
1010521,Al'aydiu alqadhra,"Kamal meets the wealthy widow Alyia and her brother-in-law Zaki.  He also meets Saeed, who looks exactly like him and their relationship is strengthened.  Zaki urges Kamal to withdraw a large sum from his company's safe to be a partner in one of his deals but discovers that he's a fraud.",98,Yes,1979,1 January 1979,
1001746,Ehna Betoa El Otobees,"Before the 1967 setback in a public transport bus, a quarrel occurrs between Jaber and his neighbor Marzouq with the bus collector. The quarrel ends with Jaber and Marzouq getting booked at the police station, where they are in detention with a group of political opponents. They get deported with all the detainees to prison.",120,Yes,1979,22 October 1979,
1010794,Almulaein,"Adam El-Esnawy, the owner of a contracting company, is living a period of trouble with his daughter Samira, who forces her to marry Hamdi. At the same time, he doesn't admit his paternity to Nabil and his mother Nafisa, but his illness and need to travel for treatment forces him to deal with Nabil and meet him before his departure.",85,Yes,1979,1 January 1979,
1006185,Migratory Birds,"Alaa emigrates to Australia in the hope that he will get enough money to marry his colleague. As he meets Aida in Australia, she encourages him to become a contractor to succeed.",90,Yes,1979,17 September 1979,
1804498,Aqwa Min Al-Ayam,"Haniyeh loves Ismail, and refuses Morsi, who wants to marry her. Morsi rapes Haniyeh so she's forced to marry him and lives with him a miserable life. After Haniyeh's father dies , she asks for a divorce from Morsi, but he refuses. When Ismail knows the truth, he clashes with Morsi and kills him.",105,Yes,1979,26 February 1979,
1010121,Iskendereya...Leih?,"Yehia is a young guy who loves acting and wants to study in New York. The movie also shows Alexandria in the wake of the second world war: Hitler's army was in Alamein (less than 80 KM from Alexandria) which affected the Jews in Alexandria where Sara, a Jewish girl from Alexandria, had to flee the city with her family leaving behind her Egyptian lover.",133,Yes,1979,23 August 1979,
1005574,God Gives Respite but Never Neglects,"When Samy's father is murdered after a hectic chase, Samy tries to find out the truth of his father’s death. Evidence points to Abdel Samad, the father of Rabab, the girl whom Samy loves. Samy marries Rabab to be close to her father, but things get complicated when Abdel Samad is murdered.",120,Yes,1979,9 April 1979,
1008923,Oashaq taht ale'shreen,Adel decides to marry Sawsan despite the opposition of her parents.  Adel is under pressure from her father to divorce her. Eventually Adel gives in to her father's threat to imprison him because of his marriage to a minor and divorces her. Sawsan escapes from her home and turns to her friend Mona.,100,Yes,1979,23 April 1979,
1010104,Khally Balak Men Giranak,A married couple on their honeymoon lives in an eccentric apartment as they discover that they have peculiar neighbors who share their apartment illegally. The double stay at the apartment brings a series of ironic events.,134,Yes,1979,29 October 1979,
1011559,Khadaeatani aimra'a,"Ahmed opens a law office in one of the local neighborhoods, he gets involved with the wealthy neighbor, Awatif, who frames him in an embezzlement case after she knows that he got engaged. He gets suspended from practicing law and works in a tannery owned by Awatif.",108,Yes,1979,20 August 1979,
1000443,Al Wahm,"Magdy, an engineer who gets traumatized after witnessing a worker fall to his death from a building . He decides to visit Alexandria to recover, and there he meets Soad, who suffers from a pale relationship with her husband, who's after her fortune. She tells Magdy her story, and he decides to help her.",112,Yes,1979,24 September 1979,
1002728,And The Sorrows Pass,"Dr. Hashim has dedicated his life to saving lives. He rescues Soheir after a successful surgery and they fall in love, only for a surprise to change the course of events.",100,Yes,1979,29 October 1979,
1768994,Dewni aintaqam,"Major's Mahmoud's wife Hoda and their son were killed by a smuggling gang who took revenge on Mahmoud when he arrested some of their members. Mahmoud resigns and decides to search for the perpetrators himself. He kills two of them and goes to jail where he meets Hassan, one of the gang members.",115,Yes,1979,20 August 1979,
1009233,Wala yazal altahqiq mustamirraan,"Hussein, an honest teacher, suffers from his ambitious wife who dreams of wealth. When a wealthy friend of his returns to Egypt, Hussein introduces him to his wife, and a romantic relationship develops between the two.",120,Yes,1979,29 October 1979,
1002526,Premeditation,"When his wife gives birth despite all the medical reports proving his inability to have children, Moselhi comes to Cairo in order to search for the person who deceived him.",110,Yes,1979,5 February 1979,
1005297,Wla A'zaa Lil-Sayidat,"Rawya and her husband Hamdi get separated and she goes with her daughter to live in her father's home while Hamdi marries the young Mervat. Rawya gets a job as a secretary in a newspaper and meets Tarek, the editor-in-chief, and they feel attracted to each other.",120,Yes,1979,23 August 1979,
1003979,Noa' Min Al-Nisaa,"Hussein meets the widow Samia, it turns out that he resembles her husband Hosni and they get married. He then meets Kawtar, who chases him everywhere, while a gang kidnappes Hussein, thinking that he's Hosni their leader. While Kawtar realizes the truth because she had a relationship with Hosni.",95,Yes,1979,17 December 1979,
1003262,Qatel ma qtlsh had,"Adel is an insurance agent whose wife passed away leaving him with a daughter. When Safa and her mother move to the apartment next door, he falls in love with Safa but he discovers that he is fatally ill and has only a few days to live.",105,Yes,1979,20 August 1979,
1200133,The Curse of Time,"Attia lays-off Hassan from the printing house that he owns. Hassan stands up to Attia with the rest of the workers, and Attia plans a fire at the printing house and accuses Fathi, Hassan's son, to keep him away from his daughter Souhair.",105,Yes,1979,19 March 1979,
1009861,Easifat min aldumue,"When Essam refuses to marry Aziza who is pregnant with his baby, Aziza dies in childbirth and asks her old neighbor to look after her child, Hedaya. Years pass by, and the girl grows up and gets unknowingly involved with her father's family.",120,Yes,1979,24 July 1979,
1278559,Kha'efa Men Shaye'n Ma,"Rashed kidnaps Esmat, the law student and just before he raps her Raouf, the thief breaks in and saves her, killing Rashed by accident. Rashed explains to Esmat that he steals to afford his daughter's treatment and she sympathizes with him.",140,Yes,1979,26 November 1979,
1415169,A Tale Behind Every Door,"A TV movie that consists of four short films, written by Tawfiq Al-Hakim and Katia Thabet, each tackling a problem that pertains to women and the issues they encounter on a daily basis. The films are A Crazy Situation, I Need to Kill, The Respectable Deputy, and A Guest for Dinner.",120,Yes,1979,16 March 1979,
1008599,Abn min fi almujtamae,"Khamis and Khalil are two brothers who plot to poison their father when they learn of his intention to write over his fortune to their half-brother Hamada. Their father's wife, Fardous, is accused of murdering him, and her son Hamada is abandoned in the crowded and chaotic streets of Cairo.",110,Yes,1979,31 May 1979,
1619698,Hayati eadhab,"After Fatima is divorced from Mahmoud, she lives with her aunt and tries to pick herself up. She falls in love with her cousin Fouad and they agree to get married,but he dies. She then finds herself pregnant and Mahmoud tries to bring her back to the bond of marriage",125,Yes,1979,23 August 1979,
1010130,Almaghnawatiu,"In the 1940s during the conflict between the rebels and the British occupation, a love story grows between Hassan the singer and Naima, the daughter of the mayor. Her father objects,as she must marry her cousin. In front of her family's stubbornness, Naima is forced to flee with Hassan to marry him.",90,Yes,1979,6 June 1979,
